email;sex;age;race;marital-status;education;native-country;workclass;occupation;salary-class
eric54@small.info;Female;19;Asian-Pac-Islander;Never-married;Some-college;Philippines;Private;Sales;<=50K
hsmith@yahoo.com;Female;77;White;Widowed;HS-grad;United-States;Private;Adm-clerical;<=50K
keithchen@terry.com;Male;32;White;Married-civ-spouse;Assoc-voc;United-States;Private;Tech-support;<=50K
icollier@gmail.com;Male;37;White;Married-civ-spouse;Some-college;United-States;Local-gov;Transport-moving;<=50K
deborahwilson@curry.com;Male;29;White;Married-civ-spouse;HS-grad;United-States;Self-emp-not-inc;Transport-moving;<=50K
lawrencecynthia@stuart.info;Male;59;White;Married-civ-spouse;Doctorate;United-States;Private;Prof-specialty;>50K
kristin65@cabrera.net;Male;22;White;Never-married;Some-college;United-States;Private;Craft-repair;<=50K
crystalfrank@yahoo.com;Male;31;White;Married-civ-spouse;HS-grad;United-States;Private;Craft-repair;>50K
becktyler@oliver.com;Male;59;White;Married-civ-spouse;HS-grad;United-States;Self-emp-not-inc;Sales;<=50K
roberto76@kelly-wilson.com;Female;29;White;Never-married;Some-college;United-States;Federal-gov;Other-service;>50K
stevensonanthony@yahoo.com;Male;56;White;Married-civ-spouse;HS-grad;United-States;Private;Craft-repair;>50K
dsmith@levy-gonzales.org;Female;19;White;Never-married;Some-college;United-States;Private;Adm-clerical;<=50K
hernandeztimothy@yahoo.com;Male;37;White;Married-civ-spouse;HS-grad;United-States;Private;Farming-fishing;<=50K
vrodriguez@yahoo.com;Male;58;White;Married-civ-spouse;Masters;United-States;State-gov;Exec-managerial;>50K
mgomez@richardson.com;Male;41;White;Married-civ-spouse;Masters;United-States;Private;Exec-managerial;>50K
santiagodon@medina.com;Male;29;White;Never-married;HS-grad;United-States;Private;Sales;<=50K
andrewschristian@yahoo.com;Male;38;White;Married-civ-spouse;HS-grad;United-States;Self-emp-not-inc;Exec-managerial;<=50K
jamiemcmillan@stewart.info;Male;36;White;Married-civ-spouse;Masters;United-States;Private;Prof-specialty;>50K
eturner@gmail.com;Male;19;White;Never-married;Some-college;United-States;Private;Craft-repair;<=50K
gmeadows@cabrera.com;Female;46;White;Married-civ-spouse;HS-grad;United-States;Private;Exec-managerial;>50K
frollins@hotmail.com;Female;42;White;Married-civ-spouse;Masters;United-States;Private;Prof-specialty;>50K
uwilson@gmail.com;Female;29;White;Never-married;Some-college;United-States;Private;Sales;<=50K
kelly39@dorsey.com;Male;42;White;Married-civ-spouse;Bachelors;United-States;Private;Prof-specialty;>50K
dreeves@higgins-thompson.com;Male;29;White;Married-civ-spouse;Assoc-acdm;United-States;Private;Adm-clerical;<=50K
kallen@wright.net;Female;47;White;Divorced;Masters;United-States;Private;Prof-specialty;<=50K
jonesmichael@hotmail.com;Male;37;White;Married-civ-spouse;11th;United-States;Private;Craft-repair;>50K
tracy10@chandler.com;Male;39;White;Married-civ-spouse;HS-grad;United-States;Private;Farming-fishing;<=50K
kelly52@conner.net;Female;46;Black;Divorced;Bachelors;United-States;Private;Sales;>50K
fmiranda@hotmail.com;Male;28;White;Married-civ-spouse;Assoc-acdm;United-States;Private;Transport-moving;<=50K
dhester@long.biz;Male;36;White;Married-civ-spouse;Some-college;United-States;Private;Farming-fishing;>50K
meredith58@velasquez.com;Female;39;White;Divorced;HS-grad;United-States;Private;Adm-clerical;<=50K
laurenrowe@yahoo.com;Male;44;White;Married-civ-spouse;Some-college;United-States;Private;Prof-specialty;<=50K
kelseymurray@jennings.com;Male;60;White;Married-civ-spouse;HS-grad;United-States;State-gov;Other-service;<=50K
mcbridemichael@copeland-wilson.org;Female;35;White;Never-married;Bachelors;United-States;Private;Exec-managerial;>50K
victoria34@hernandez-delacruz.com;Male;59;Black;Married-civ-spouse;Bachelors;United-States;Private;Craft-repair;>50K
meltonmatthew@romero.com;Female;21;White;Never-married;Some-college;United-States;Private;Sales;<=50K
shawerik@wilson-johnson.com;Female;22;White;Never-married;Assoc-acdm;United-States;Private;Prof-specialty;<=50K
meganrandall@lewis.com;Male;31;White;Married-civ-spouse;Some-college;United-States;Private;Exec-managerial;>50K
morrisandrea@bray.com;Male;40;White;Married-civ-spouse;Bachelors;United-States;Private;Exec-managerial;>50K
fordwesley@yahoo.com;Male;33;White;Married-civ-spouse;HS-grad;United-States;Private;Sales;>50K
desiree89@yahoo.com;Male;41;White;Married-civ-spouse;Masters;United-States;Local-gov;Prof-specialty;<=50K
gardneradriana@snyder.net;Female;31;White;Married-civ-spouse;Assoc-acdm;United-States;Self-emp-not-inc;Other-service;>50K
cgarcia@stewart.info;Male;62;White;Divorced;Assoc-voc;United-States;Private;Other-service;<=50K
slandry@gmail.com;Female;43;White;Married-civ-spouse;HS-grad;United-States;Private;Prof-specialty;<=50K
zsmith@miller-barron.com;Female;28;Black;Never-married;Bachelors;United-States;Local-gov;Prof-specialty;<=50K
hcastillo@yahoo.com;Male;43;Black;Married-civ-spouse;10th;United-States;Private;Machine-op-inspct;>50K
kimberly17@phillips.com;Male;55;White;Married-civ-spouse;Masters;United-States;Self-emp-not-inc;Sales;>50K
tranmicheal@hotmail.com;Female;42;White;Separated;HS-grad;United-States;Private;Other-service;<=50K
lance02@horton.com;Female;23;White;Never-married;Bachelors;United-States;Private;Prof-specialty;<=50K
monroejeremy@gmail.com;Male;55;White;Married-civ-spouse;Some-college;United-States;Federal-gov;Adm-clerical;>50K
spencerdonald@alexander-diaz.biz;Male;44;White;Married-civ-spouse;Bachelors;United-States;Self-emp-inc;Exec-managerial;>50K
reneeross@yahoo.com;Female;19;Other;Never-married;11th;Nicaragua;Private;Sales;<=50K
brownbrenda@lee.biz;Male;23;White;Never-married;HS-grad;United-States;Private;Machine-op-inspct;<=50K
gstephens@yahoo.com;Female;41;White;Divorced;HS-grad;United-States;Private;Craft-repair;<=50K
martineztina@carlson-scott.com;Female;51;White;Separated;HS-grad;United-States;Private;Handlers-cleaners;<=50K
rlambert@hotmail.com;Male;49;White;Divorced;HS-grad;United-States;Private;Transport-moving;<=50K
kevinford@hotmail.com;Female;29;Asian-Pac-Islander;Never-married;Masters;Taiwan;State-gov;Prof-specialty;<=50K
jeffrey76@smith.com;Male;25;White;Never-married;Some-college;United-States;Private;Prof-specialty;>50K
kaisergabriel@gmail.com;Male;44;White;Married-civ-spouse;Prof-school;United-States;Self-emp-not-inc;Prof-specialty;>50K
josephthompson@adams-rojas.biz;Male;17;White;Never-married;11th;United-States;Private;Handlers-cleaners;<=50K
gabrieljones@gmail.com;Male;42;White;Married-civ-spouse;Masters;United-States;Self-emp-inc;Exec-managerial;>50K
bensoncesar@reed.com;Female;21;White;Never-married;11th;United-States;Private;Tech-support;<=50K
sandra36@allen.com;Male;26;White;Never-married;Some-college;United-States;Private;Transport-moving;<=50K
jordanjoseph@yahoo.com;Male;24;White;Never-married;Some-college;United-States;Private;Prof-specialty;<=50K
carlaosborn@yahoo.com;Male;30;White;Married-civ-spouse;Bachelors;United-States;Private;Exec-managerial;>50K
josephharper@gmail.com;Male;19;White;Never-married;HS-grad;United-States;Private;Handlers-cleaners;<=50K
tracy03@yahoo.com;Female;65;White;Widowed;7th-8th;United-States;State-gov;Other-service;<=50K
hrobertson@yahoo.com;Male;52;White;Married-civ-spouse;Some-college;United-States;Self-emp-not-inc;Tech-support;>50K
ashley76@rodriguez.org;Male;17;White;Never-married;10th;United-States;Private;Handlers-cleaners;<=50K
unguyen@dyer.net;Male;27;White;Never-married;HS-grad;United-States;Private;Other-service;<=50K
justin72@parker.info;Female;53;White;Never-married;Prof-school;United-States;Private;Prof-specialty;<=50K
leonjohn@torres.com;Female;24;White;Never-married;Bachelors;United-States;Private;Sales;<=50K
michaelturner@cline.com;Male;37;White;Married-civ-spouse;Some-college;United-States;Private;Craft-repair;>50K
william55@hotmail.com;Female;34;White;Married-civ-spouse;Assoc-voc;United-States;Private;Adm-clerical;<=50K
fjames@hotmail.com;Male;40;White;Divorced;Assoc-acdm;United-States;Local-gov;Exec-managerial;>50K
yevans@weaver-martinez.com;Male;49;White;Married-civ-spouse;HS-grad;United-States;Local-gov;Craft-repair;>50K
caseyday@yahoo.com;Female;86;White;Never-married;Masters;United-States;Private;Adm-clerical;<=50K
marilyn68@henry.com;Female;49;White;Married-civ-spouse;Assoc-voc;United-States;Private;Prof-specialty;>50K
jeffreywhite@gmail.com;Male;43;White;Married-civ-spouse;11th;United-States;Self-emp-not-inc;Handlers-cleaners;<=50K
davidhopkins@gmail.com;Female;47;White;Married-spouse-absent;Some-college;Puerto-Rico;Private;Exec-managerial;<=50K
seanpoole@hendricks-gomez.org;Male;32;White;Married-civ-spouse;HS-grad;United-States;Private;Transport-moving;>50K
carolwhite@hotmail.com;Male;30;White;Married-civ-spouse;Assoc-voc;United-States;Self-emp-not-inc;Farming-fishing;<=50K
sarahking@gmail.com;Male;25;White;Never-married;HS-grad;United-States;Local-gov;Craft-repair;<=50K
briannaweber@yahoo.com;Male;42;White;Married-civ-spouse;Bachelors;United-States;Private;Sales;>50K
rvega@small.com;Male;60;White;Married-civ-spouse;Some-college;United-States;Private;Craft-repair;<=50K
gregorybrandi@hotmail.com;Male;46;White;Married-civ-spouse;Some-college;United-States;Private;Craft-repair;>50K
jessicaharrington@yahoo.com;Male;39;White;Married-civ-spouse;Some-college;United-States;Local-gov;Protective-serv;>50K
mmercer@gmail.com;Male;28;White;Married-civ-spouse;Assoc-acdm;United-States;Private;Tech-support;>50K
timothychapman@ward-williamson.org;Male;26;White;Never-married;10th;Puerto-Rico;Private;Craft-repair;<=50K
arthurfrancis@martin-galvan.org;Female;27;White;Never-married;Some-college;United-States;Private;Adm-clerical;<=50K
riverataylor@bennett-ortiz.com;Male;59;White;Divorced;Some-college;United-States;Private;Prof-specialty;<=50K
peter44@house.net;Male;64;White;Married-civ-spouse;HS-grad;United-States;State-gov;Farming-fishing;<=50K
madisonthornton@fisher-williams.com;Male;90;White;Never-married;HS-grad;United-States;Self-emp-not-inc;Exec-managerial;<=50K
elizabethpatterson@hotmail.com;Female;51;White;Divorced;Some-college;United-States;Private;Sales;>50K
denisegill@rush-peters.net;Male;36;White;Married-civ-spouse;HS-grad;United-States;Private;Transport-moving;<=50K
clarkhannah@smith-thomas.org;Female;39;Other;Married-spouse-absent;7th-8th;Dominican-Republic;Private;Machine-op-inspct;<=50K
craig09@hotmail.com;Male;47;White;Married-civ-spouse;Masters;United-States;Self-emp-not-inc;Prof-specialty;>50K
zrodgers@anderson.biz;Male;32;White;Married-civ-spouse;Masters;United-States;Private;Exec-managerial;>50K
trevinoandrew@carlson.com;Female;24;White;Married-civ-spouse;Assoc-acdm;United-States;Private;Adm-clerical;<=50K
yanderson@gmail.com;Male;23;White;Never-married;HS-grad;United-States;Private;Sales;<=50K
hannah31@gmail.com;Male;62;White;Married-civ-spouse;HS-grad;United-States;Private;Other-service;<=50K
ronaldacevedo@rivera.biz;Male;35;White;Separated;Bachelors;United-States;Self-emp-not-inc;Craft-repair;<=50K
orice@buckley.org;Male;27;Asian-Pac-Islander;Never-married;Bachelors;United-States;Private;Prof-specialty;<=50K
teresa85@walters-carrillo.com;Female;49;White;Divorced;Some-college;United-States;Private;Machine-op-inspct;<=50K
holtbrian@yahoo.com;Male;18;White;Never-married;10th;United-States;Private;Sales;<=50K
montoyasarah@valenzuela.biz;Female;19;White;Never-married;Some-college;United-States;Private;Other-service;<=50K
lloydtammy@yahoo.com;Male;63;White;Married-civ-spouse;Assoc-acdm;United-States;Self-emp-inc;Sales;>50K
heather27@pratt.com;Female;54;Black;Married-civ-spouse;HS-grad;United-States;Private;Other-service;<=50K
mdennis@gonzales-hamilton.com;Female;24;White;Married-civ-spouse;Some-college;United-States;Private;Prof-specialty;>50K
emilyjohnson@thomas.com;Male;61;White;Married-civ-spouse;10th;United-States;Private;Transport-moving;>50K
baileylisa@scott.com;Male;50;White;Married-civ-spouse;HS-grad;United-States;Self-emp-inc;Sales;>50K
danielgay@chang-martinez.com;Male;36;White;Married-civ-spouse;Bachelors;United-States;Private;Sales;>50K
kathleen56@hotmail.com;Male;21;White;Never-married;Some-college;United-States;Private;Adm-clerical;<=50K
annette92@hotmail.com;Male;38;White;Married-civ-spouse;Prof-school;United-States;Self-emp-inc;Prof-specialty;>50K
gbell@gmail.com;Male;30;White;Married-civ-spouse;Some-college;United-States;Private;Exec-managerial;<=50K
aliciamoore@yahoo.com;Male;22;White;Never-married;HS-grad;United-States;Private;Craft-repair;<=50K
webbjeremy@murray.com;Female;33;Asian-Pac-Islander;Divorced;Some-college;United-States;Private;Adm-clerical;<=50K
natasharodgers@hotmail.com;Male;39;White;Married-civ-spouse;HS-grad;United-States;Local-gov;Machine-op-inspct;>50K
joseph04@smith.com;Male;42;White;Married-civ-spouse;HS-grad;United-States;Private;Craft-repair;>50K
chrisfarrell@west.com;Male;42;White;Divorced;Bachelors;United-States;Local-gov;Transport-moving;<=50K
pjimenez@yahoo.com;Male;29;White;Married-civ-spouse;Bachelors;United-States;Private;Exec-managerial;<=50K
kimberly43@gmail.com;Male;35;White;Never-married;Bachelors;United-States;Private;Sales;<=50K
ftanner@gmail.com;Female;23;White;Never-married;Some-college;United-States;Private;Other-service;<=50K
aaronhunt@flores.com;Male;28;Amer-Indian-Eskimo;Married-civ-spouse;Some-college;United-States;Private;Craft-repair;<=50K
blairmelissa@duran-mendez.com;Female;34;White;Divorced;HS-grad;United-States;Private;Adm-clerical;<=50K
pattersonpenny@carpenter.net;Female;40;Black;Never-married;Some-college;United-States;Private;Adm-clerical;<=50K
stephen52@yahoo.com;Female;67;White;Widowed;HS-grad;United-States;Self-emp-not-inc;Other-service;<=50K
andersonnicole@gmail.com;Male;49;White;Married-civ-spouse;HS-grad;United-States;Private;Other-service;<=50K
rogerhayden@scott.com;Female;34;White;Never-married;HS-grad;United-States;Private;Adm-clerical;<=50K
emilybecker@yahoo.com;Male;26;White;Never-married;Bachelors;United-States;Private;Exec-managerial;<=50K
cruzdiane@hotmail.com;Male;25;White;Never-married;HS-grad;United-States;Private;Machine-op-inspct;<=50K
clarkkenneth@wood.com;Female;40;White;Divorced;Some-college;United-States;Private;Exec-managerial;<=50K
caseymisty@king-hicks.com;Male;56;White;Married-civ-spouse;HS-grad;United-States;Self-emp-not-inc;Farming-fishing;<=50K
dustin57@martinez-gamble.com;Male;35;White;Married-civ-spouse;Assoc-acdm;United-States;Self-emp-inc;Sales;>50K
ramirezpeter@arroyo.biz;Male;54;White;Married-civ-spouse;HS-grad;United-States;Private;Craft-repair;<=50K
eric04@evans-young.biz;Female;25;White;Never-married;Bachelors;United-States;Private;Exec-managerial;<=50K
keithhill@gmail.com;Male;28;White;Married-civ-spouse;Bachelors;United-States;Private;Sales;<=50K
johndavis@yahoo.com;Male;31;White;Never-married;Bachelors;United-States;Private;Exec-managerial;<=50K
robert39@rogers.org;Female;45;White;Divorced;HS-grad;United-States;Private;Adm-clerical;<=50K
jbutler@yahoo.com;Male;52;White;Married-civ-spouse;HS-grad;United-States;State-gov;Craft-repair;<=50K
ddiaz@robertson.com;Female;39;White;Never-married;Masters;Columbia;Self-emp-not-inc;Prof-specialty;<=50K
amber82@gmail.com;Male;19;White;Never-married;HS-grad;United-States;Private;Sales;<=50K
ann68@harris-harvey.com;Male;23;White;Never-married;12th;United-States;Private;Adm-clerical;<=50K
erikreid@hotmail.com;Male;23;White;Never-married;7th-8th;Mexico;Private;Craft-repair;<=50K
benjamin13@norris-chen.biz;Male;52;White;Married-civ-spouse;Assoc-voc;United-States;Private;Prof-specialty;>50K
agonzalez@hotmail.com;Male;33;White;Married-civ-spouse;Prof-school;United-States;Self-emp-not-inc;Prof-specialty;>50K
hernandezregina@hotmail.com;Female;35;Asian-Pac-Islander;Never-married;Bachelors;Haiti;Private;Handlers-cleaners;<=50K
charles80@yahoo.com;Male;58;White;Married-civ-spouse;HS-grad;United-States;Private;Craft-repair;<=50K
waterskerry@parks.com;Male;61;White;Married-civ-spouse;HS-grad;United-States;Private;Craft-repair;>50K
matthewadams@forbes.com;Male;39;White;Married-civ-spouse;Bachelors;United-States;Private;Exec-managerial;>50K
dylanmiller@yahoo.com;Male;38;White;Married-civ-spouse;11th;United-States;Private;Craft-repair;<=50K
bryantjudy@yahoo.com;Male;59;White;Married-civ-spouse;HS-grad;United-States;Private;Exec-managerial;>50K
connerchristopher@hotmail.com;Male;41;White;Divorced;Bachelors;United-States;Private;Exec-managerial;>50K
farleyivan@gmail.com;Male;19;White;Never-married;11th;United-States;Private;Transport-moving;<=50K
matthew51@clark.net;Male;22;White;Never-married;Some-college;United-States;Private;Handlers-cleaners;<=50K
stephaniefrench@acosta.com;Female;59;White;Widowed;Assoc-acdm;United-States;Private;Exec-managerial;<=50K
michaelmcdowell@nunez.com;Male;37;White;Married-civ-spouse;HS-grad;United-States;Private;Craft-repair;>50K
imoore@yahoo.com;Male;31;White;Married-civ-spouse;12th;United-States;Private;Craft-repair;<=50K
jenniferrichardson@gmail.com;Male;18;White;Never-married;11th;United-States;Private;Handlers-cleaners;<=50K
frenchwesley@hotmail.com;Female;20;White;Never-married;Some-college;United-States;Private;Sales;<=50K
brenda85@flores-schroeder.info;Male;28;White;Never-married;HS-grad;United-States;Private;Transport-moving;<=50K
holdermatthew@holder.net;Female;28;White;Never-married;Some-college;United-States;Private;Other-service;<=50K
jennifersmith@wilson-riley.com;Male;49;White;Married-civ-spouse;Bachelors;United-States;Private;Exec-managerial;<=50K
michael18@taylor-gates.com;Male;38;White;Married-civ-spouse;HS-grad;United-States;Local-gov;Protective-serv;>50K
othomas@gallagher.com;Male;19;White;Never-married;HS-grad;United-States;Private;Sales;<=50K
fordana@chung-miller.com;Male;43;White;Married-civ-spouse;Bachelors;United-States;Private;Exec-managerial;>50K
williamsangela@davidson.com;Male;28;Black;Married-civ-spouse;HS-grad;United-States;Private;Exec-managerial;>50K
briannamueller@yahoo.com;Female;41;Black;Divorced;Some-college;El-Salvador;Private;Adm-clerical;<=50K
patrick62@gmail.com;Male;50;White;Married-civ-spouse;Masters;United-States;Private;Exec-managerial;>50K
charlesmcintosh@gmail.com;Male;46;White;Divorced;Bachelors;Portugal;Private;Adm-clerical;<=50K
christopher53@smith.info;Male;20;White;Never-married;Some-college;United-States;Private;Farming-fishing;<=50K
jermaine30@dixon.com;Male;45;White;Married-civ-spouse;Bachelors;United-States;Private;Exec-managerial;>50K
vwilliams@hotmail.com;Female;28;White;Never-married;Some-college;United-States;Private;Exec-managerial;<=50K
beth00@hotmail.com;Female;37;White;Married-civ-spouse;Some-college;United-States;Private;Other-service;<=50K
reneeelliott@brown-munoz.com;Male;46;White;Married-civ-spouse;Doctorate;United-States;Self-emp-not-inc;Prof-specialty;>50K
sydneypoole@hotmail.com;Male;66;White;Married-civ-spouse;HS-grad;United-States;Private;Handlers-cleaners;<=50K
jennifer83@yahoo.com;Female;38;White;Married-civ-spouse;Bachelors;United-States;Private;Adm-clerical;>50K
laura00@gmail.com;Male;25;White;Never-married;11th;United-States;Private;Handlers-cleaners;<=50K
rdecker@maxwell.biz;Male;55;White;Married-civ-spouse;Prof-school;United-States;Federal-gov;Exec-managerial;>50K
bakersandra@norton.biz;Male;48;White;Married-civ-spouse;7th-8th;United-States;Local-gov;Transport-moving;<=50K
arobinson@yahoo.com;Female;56;White;Widowed;Some-college;United-States;Private;Craft-repair;<=50K
xjackson@yahoo.com;Male;47;White;Married-civ-spouse;Masters;United-States;Self-emp-not-inc;Exec-managerial;<=50K
heidi73@hotmail.com;Male;55;White;Married-civ-spouse;Bachelors;United-States;Self-emp-not-inc;Exec-managerial;>50K
alynch@hotmail.com;Male;41;White;Married-civ-spouse;Assoc-acdm;United-States;State-gov;Protective-serv;<=50K
swu@ruiz-marshall.com;Male;47;White;Married-civ-spouse;Some-college;United-States;Private;Sales;>50K
kyle24@yahoo.com;Male;40;Amer-Indian-Eskimo;Never-married;HS-grad;United-States;Private;Exec-managerial;<=50K
dianalowery@salazar-wise.com;Male;41;White;Married-civ-spouse;Bachelors;United-States;Private;Sales;<=50K
jwallace@hotmail.com;Female;21;Other;Never-married;Some-college;United-States;Private;Sales;<=50K
gomezbrittany@garrett-graham.com;Male;52;White;Never-married;HS-grad;United-States;Private;Sales;<=50K
codypineda@hotmail.com;Male;62;White;Divorced;Doctorate;United-States;Private;Prof-specialty;>50K
robinsoncathy@gmail.com;Male;46;White;Married-civ-spouse;11th;United-States;Private;Handlers-cleaners;>50K
brownstephen@ramos.com;Male;35;White;Married-civ-spouse;Bachelors;United-States;Self-emp-not-inc;Prof-specialty;<=50K
dhunt@gonzalez-zimmerman.info;Female;29;White;Married-spouse-absent;HS-grad;United-States;Private;Adm-clerical;<=50K
connieshaffer@yahoo.com;Male;21;White;Married-civ-spouse;10th;United-States;Private;Other-service;<=50K
wnorman@hotmail.com;Male;35;White;Separated;HS-grad;United-States;Private;Craft-repair;<=50K
paulahall@gmail.com;Male;46;White;Married-civ-spouse;Bachelors;India;Private;Sales;>50K
diane07@yahoo.com;Male;35;Asian-Pac-Islander;Married-civ-spouse;Doctorate;Taiwan;Private;Prof-specialty;>50K
joseph83@ayers.info;Male;34;White;Divorced;Some-college;United-States;Private;Craft-repair;<=50K
lisayoung@evans-mendez.com;Male;21;White;Never-married;Assoc-voc;United-States;Private;Machine-op-inspct;<=50K
myerslauren@hotmail.com;Male;29;White;Married-civ-spouse;HS-grad;United-States;Private;Farming-fishing;<=50K
kbradley@yahoo.com;Male;41;White;Married-civ-spouse;Masters;United-States;Self-emp-inc;Exec-managerial;>50K
manninganthony@yahoo.com;Male;51;White;Married-civ-spouse;HS-grad;United-States;Self-emp-not-inc;Sales;<=50K
reevessteven@figueroa.org;Female;22;White;Never-married;HS-grad;United-States;Private;Adm-clerical;<=50K
victor44@yahoo.com;Male;47;White;Never-married;Bachelors;United-States;Private;Exec-managerial;<=50K
nking@carter-ramirez.com;Male;42;White;Married-civ-spouse;Prof-school;United-States;Self-emp-inc;Prof-specialty;>50K
isullivan@simmons.biz;Female;19;White;Never-married;HS-grad;El-Salvador;Private;Other-service;<=50K
hallkim@gould.biz;Male;46;White;Married-civ-spouse;Bachelors;United-States;Private;Transport-moving;>50K
jasonandrews@dean.com;Male;23;Black;Never-married;Some-college;United-States;Private;Handlers-cleaners;<=50K
xkelly@yahoo.com;Male;49;Black;Married-civ-spouse;HS-grad;United-States;Private;Craft-repair;<=50K
robertschultz@powell.com;Female;58;White;Divorced;Bachelors;United-States;Self-emp-not-inc;Prof-specialty;<=50K
levinebrian@hotmail.com;Male;41;White;Married-civ-spouse;Bachelors;United-States;State-gov;Adm-clerical;>50K
peckcheryl@wright.com;Male;50;White;Married-civ-spouse;Bachelors;United-States;Private;Tech-support;>50K
eharris@diaz-lowe.org;Female;77;White;Widowed;HS-grad;United-States;Private;Adm-clerical;<=50K
ijohnson@yahoo.com;Male;27;White;Married-civ-spouse;Assoc-voc;United-States;Private;Other-service;<=50K
sserrano@gmail.com;Male;29;White;Married-civ-spouse;HS-grad;United-States;Self-emp-inc;Craft-repair;<=50K
ewright@galvan.org;Male;54;Asian-Pac-Islander;Married-civ-spouse;Preschool;India;Private;Craft-repair;<=50K
stephenstokes@adams.com;Female;39;Black;Separated;Some-college;United-States;State-gov;Prof-specialty;<=50K
ezuniga@yahoo.com;Male;32;White;Married-civ-spouse;Some-college;United-States;Private;Tech-support;<=50K
hrobinson@johnson.com;Male;36;Asian-Pac-Islander;Married-civ-spouse;Bachelors;United-States;Federal-gov;Prof-specialty;<=50K
hartmanmatthew@gmail.com;Female;24;White;Never-married;Bachelors;United-States;Local-gov;Prof-specialty;<=50K
brownpatrick@yahoo.com;Male;50;White;Married-civ-spouse;Masters;United-States;Self-emp-not-inc;Sales;>50K
amber70@gmail.com;Male;32;White;Divorced;HS-grad;United-States;Self-emp-not-inc;Farming-fishing;<=50K
ldawson@jackson.net;Female;26;White;Never-married;Bachelors;United-States;Private;Exec-managerial;<=50K
richardrodriguez@yahoo.com;Male;38;White;Married-civ-spouse;Assoc-voc;United-States;Private;Prof-specialty;<=50K
mjimenez@young-jones.net;Female;47;Black;Widowed;Bachelors;United-States;Private;Craft-repair;<=50K
beckalicia@knight-davis.com;Male;31;White;Married-civ-spouse;Some-college;United-States;Private;Exec-managerial;>50K
elijahbarrett@gmail.com;Male;38;White;Married-civ-spouse;HS-grad;United-States;Private;Craft-repair;<=50K
qvasquez@simpson.com;Male;50;White;Married-civ-spouse;Some-college;United-States;Private;Sales;>50K
michaela28@baird.info;Male;18;White;Never-married;11th;United-States;Private;Handlers-cleaners;<=50K
wbrock@phelps.com;Male;59;White;Married-civ-spouse;Masters;United-States;Self-emp-inc;Sales;<=50K
shannon33@gmail.com;Male;56;White;Married-civ-spouse;Some-college;United-States;Self-emp-not-inc;Craft-repair;>50K
jeffery32@holmes.com;Male;34;White;Never-married;HS-grad;United-States;Private;Adm-clerical;<=50K
gonzalezjennifer@smith.com;Male;32;White;Married-civ-spouse;Bachelors;United-States;Private;Prof-specialty;<=50K
paula00@yahoo.com;Male;29;White;Never-married;Bachelors;United-States;Private;Other-service;<=50K
reginaldgomez@chambers.com;Male;42;White;Married-civ-spouse;Bachelors;United-States;Private;Tech-support;>50K
zjohnson@yahoo.com;Female;37;Black;Divorced;Some-college;United-States;Private;Other-service;<=50K
kshaw@king-hall.com;Female;36;White;Divorced;HS-grad;United-States;Private;Exec-managerial;<=50K
petersstephen@shaffer-martinez.com;Female;59;White;Widowed;Masters;United-States;Private;Exec-managerial;>50K
sharmon@stanley-bell.com;Male;32;White;Married-civ-spouse;Bachelors;United-States;Private;Sales;>50K
perezjesus@jackson-silva.com;Male;52;White;Married-civ-spouse;HS-grad;United-States;Local-gov;Protective-serv;>50K
rknapp@gmail.com;Male;29;Asian-Pac-Islander;Never-married;HS-grad;Thailand;State-gov;Other-service;<=50K
irobbins@hotmail.com;Female;39;White;Never-married;Prof-school;United-States;Private;Prof-specialty;>50K
valerie18@yahoo.com;Male;39;White;Never-married;Some-college;United-States;Private;Adm-clerical;<=50K
earl81@gmail.com;Female;69;White;Widowed;Bachelors;United-States;Private;Exec-managerial;<=50K
baileytara@krueger.com;Female;43;White;Married-civ-spouse;HS-grad;United-States;Private;Other-service;<=50K
harrisonbrandy@hansen.biz;Male;39;White;Married-civ-spouse;Assoc-voc;United-States;Private;Craft-repair;<=50K
fjackson@gmail.com;Female;19;White;Never-married;Some-college;United-States;Private;Other-service;<=50K
amybyrd@hotmail.com;Male;60;White;Married-civ-spouse;Assoc-voc;United-States;Local-gov;Exec-managerial;>50K
robertwilkins@gmail.com;Male;51;Black;Married-civ-spouse;HS-grad;United-States;Private;Machine-op-inspct;<=50K
lauraarnold@nelson.com;Female;75;White;Widowed;Some-college;United-States;Private;Prof-specialty;<=50K
lauralopez@yahoo.com;Female;37;Black;Never-married;Assoc-voc;United-States;State-gov;Prof-specialty;<=50K
joshua29@gmail.com;Male;20;Black;Never-married;11th;United-States;Private;Other-service;<=50K
alectran@smith.com;Male;58;White;Married-civ-spouse;HS-grad;United-States;Federal-gov;Transport-moving;<=50K
xlopez@yahoo.com;Male;21;White;Never-married;Masters;United-States;State-gov;Transport-moving;<=50K
zfernandez@hotmail.com;Male;28;White;Separated;HS-grad;United-States;Private;Protective-serv;<=50K
ccisneros@weiss-dickson.com;Male;40;White;Married-civ-spouse;10th;United-States;Private;Machine-op-inspct;<=50K
howardwalker@johnson.com;Male;45;White;Married-civ-spouse;HS-grad;United-States;Self-emp-not-inc;Transport-moving;<=50K
karen01@gmail.com;Female;40;White;Married-civ-spouse;Prof-school;United-States;Self-emp-not-inc;Prof-specialty;>50K
timothykirby@ellis.com;Female;41;White;Never-married;Some-college;United-States;Private;Craft-repair;<=50K
